InspectionDate,HouseNumber,StreetName,Apartment,Borough,Full Address,Latitude,Longitude,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
01/14/2021,711,GARDEN STREET,3U,BRONX,711 GARDEN STREET 3U BRONX ,40.8503983,-73.8847788,13986325,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AAPROX. 24 SQ. FT. AT CEILING APROX. 6 SQ. FT. AT EAST WALL IN THE BATHROOM LOCATED AT APT 3U, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",79929,C,222114,2,711,735,34620,10457,3,3100,65,01/18/2021,02/19/2021,02/14/2021,,,,550,7065759,01/19/2021,47,01/19/2021,Original,Open,40.850626,-73.885409,6,15,393,2012798,2031000065,Belmont
01/14/2021,2819,FREDERICK DOUGLASS BOULEVARD,4A,MANHATTAN,2819 FREDERICK DOUGLASS BOULEVARD 4A MANHATTAN ,40.8263353,-73.9397708,13986736,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIATMATED 30 SQUARE FEET AT CEILING AND ALL WALLS IN THE BATHROOM LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST",4175,C,127101,1,2819,2823,10810,10039,4,2046,7,01/16/2021,02/19/2021,02/14/2021,,,,550,7065073,01/19/2021,19,04/21/2021,Original,Close,40.826066,-73.939568,10,9,23502,1060854,1020460007,Central Harlem North-Polo Grounds
01/14/2021,2819,FREDERICK DOUGLASS BOULEVARD,5E,MANHATTAN,2819 FREDERICK DOUGLASS BOULEVARD 5E MANHATTAN ,40.8263353,-73.9397708,13986779,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIAMATELY 30 SQUARE FEET AT CEILING AND ALL WALLS IN THE 2nd BATHROOM FROM EAST AT NORTH LOCATED AT APT 5E, 5th STORY, 4th APARTMENT FROM SOUTH AT WEST",4175,C,127101,1,2819,2823,10810,10039,5,2046,7,01/16/2021,02/19/2021,02/14/2021,,,,550,7065074,01/19/2021,19,05/12/2021,Original,Close,40.826066,-73.939568,10,9,23502,1060854,1020460007,Central Harlem North-Polo Grounds
01/14/2021,760,ELDERT LANE,3R,BROOKLYN,760 ELDERT LANE 3R BROOKLYN ,40.6717865,-73.8637238,13986827,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX 65 SQ FT) ON CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3R, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",288857,C,374351,3,760,760,38730,11208,3,4271,9001,01/16/2021,02/19/2021,02/14/2021,,,,550,7066431,01/19/2021,19,06/15/2021,Original,Close,40.671675,-73.863381,5,42,1208,3343250,3042719001,East New York
01/14/2021,760,ELDERT LANE,3R,BROOKLYN,760 ELDERT LANE 3R BROOKLYN ,40.6717865,-73.8637238,13986829,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... (APPROX 40 SQ FT) ON CEILING IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 3R, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",288857,C,374351,3,760,760,38730,11208,3,4271,9001,01/16/2021,02/19/2021,02/14/2021,,,,550,7066431,01/19/2021,19,06/15/2021,Original,Close,40.671675,-73.863381,5,42,1208,3343250,3042719001,East New York
01/14/2021,320,MANHATTAN AVENUE,34,MANHATTAN,320 MANHATTAN AVENUE 34 MANHATTAN ,40.79576,-73.9634096,13942914,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROXIMATELY 40 SQ FT EAST WALL APPROX 10 SQ FT WEST WALL APPROX 10 SQ FT NORTH WALL APPROX 10 SQ FT SOUTH WALL APPROX 10 SQ FT IN THE BATHROOM LOCATED AT APT 34, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",25225,C,120331,1,320,326,25690,10026,3,1847,68,01/14/2021,02/15/2021,02/10/2021,,,02/10/2021,550,7063756,01/15/2021,9,04/23/2021,Original,Close,40.803414,-73.958006,10,9,19702,1055821,1018470068,Central Harlem South
01/15/2021,430,MOTHER GASTON BOULEVARD,2R,BROOKLYN,430 MOTHER GASTON BOULEVARD 2R BROOKLYN ,40.6684946,-73.9069127,13987575,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 30 SQFT WALLS IN CLOSET IN THE 1st ROOM FROM EAST LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",377876,C,814183,3,430,430,82230,11212,2,3526,320,01/20/2021,02/21/2021,02/16/2021,,,,550,7069420,01/21/2021,47,01/21/2021,Original,Open,40.668476,-73.906558,16,41,906,3081152,3035260320,Brownsville
01/15/2021,1820,PHELAN PLACE,2E,BRONX,1820 PHELAN PLACE 2E BRONX ,40.8526233,-73.9166639,13987813,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 30 SQ FT AT ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",103014,C,202331,2,1820,1820,58120,10453,2,2879,75,01/15/2021,02/19/2021,02/14/2021,,,02/08/2021,550,7065947,01/19/2021,21,04/08/2021,Original,Open,40.852772,-73.916847,5,14,24501,2009077,2028790075,University Heights-Morris Heights
01/15/2021,3855,ORLOFF AVENUE,5B,BRONX,3855 ORLOFF AVENUE 5B BRONX ,40.8841917,-73.8964372,13988639,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 15 SQ. FT. AT CEILING APROX. 15 SQ.FT. AT EAST WALL APROX. 15 SQ. FT. AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",100797,C,221473,2,3855,3855,56020,10463,5,3263,104,01/18/2021,02/19/2021,02/14/2021,,,,550,7065917,01/19/2021,47,01/19/2021,Original,Open,40.883987,-73.896364,8,11,279,2016026,2032630104,Van Cortlandt Village
01/15/2021,81,WADSWORTH TERRACE,1A,MANHATTAN,81 WADSWORTH TERRACE 1A MANHATTAN ,40.8570344,-73.9306789,13987216,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 46 SQ. FT. AT NORTH WALL, 1st CLOSET FROM NORTH AT EAST WALL CEILING, 1st CLOSET FROM NORTH AT EAST WALL WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 1A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",805424,C,110386,1,81,89,32890,10040,3,2170,420,01/15/2021,02/19/2021,02/14/2021,,,,550,7067002,01/19/2021,19,06/17/2021,Original,Close,40.85698,-73.930585,12,10,279,1084207,1021700420,Washington Heights North
01/15/2021,186,FRANKLIN STREET,C8,BROOKLYN,186 FRANKLIN STREET C8 BROOKLYN ,40.7317742,-73.9577767,14090016,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS, APPROXIMATELY 10 SQ. FEET IN THE BATHROOM LOCATED AT APT C8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13987116 ISSUED 15-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",808329,C,313662,3,186,186,42030,11222,2,2540,1,03/25/2021,04/25/2021,04/20/2021,,,,550,7130198,03/25/2021,19,06/15/2021,Original,Close,40.731691,-73.957882,1,33,565,3064408,3025400001,Greenpoint
01/15/2021,703,MILLER AVENUE,2F,BROOKLYN,703 MILLER AVENUE 2F BROOKLYN ,40.6632265,-73.8884111,14308248,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL IN THE BATHROOM LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13998198 ISSUED 15-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",338081,C,316580,3,703,703,61030,11207,2,4304,77,04/24/2021,05/27/2021,05/22/2021,,,05/26/2021,550,7328655,04/26/2021,9,08/06/2021,Original,Close,40.663009,-73.888532,5,42,1122,3096796,3043040077,East New York (Pennsylvania Ave)
01/15/2021,128,SEAMAN AVENUE,1A,MANHATTAN,128 SEAMAN AVENUE 1A MANHATTAN ,40.8689581,-73.9233755,14308247,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WEST CLOSET WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13987538 ISSUED 15-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",27527,C,101151,1,128,130,30190,10034,1,2248,92,04/24/2021,05/27/2021,05/22/2021,,,,550,7327752,04/26/2021,47,04/26/2021,Original,Open,40.868764,-73.923244,12,10,295,1080545,1022480092,Marble Hill-Inwood
01/15/2021,18,EAST 21 STREET,A2,BROOKLYN,18 EAST 21 STREET A2 BROOKLYN ,40.6538965,-73.9609743,14215817,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL 10 SQ F IN THE KITCHEN LOCATED AT APT A2, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13986891 ISSUED 15-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",249085,C,308943,3,18,18,35730,11226,1,5062,43,04/13/2021,05/14/2021,05/09/2021,,,04/28/2021,550,7241025,04/13/2021,9,07/09/2021,Original,Close,40.653883,-73.960684,14,40,50803,3116148,3050620043,Flatbush
01/15/2021,1642,LEXINGTON AVENUE,9,MANHATTAN,1642 LEXINGTON AVENUE 9 MANHATTAN ,40.7909282,-73.9476521,13943176,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... SOUTH WALL, WEST WALL AND NORTH WALL (30 SQ. FT.) IN THE 3rd BATHROOM FROM NORTH LOCATED AT APT 9, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",23977,C,100074,1,1642,1648,24890,10029,3,1631,56,01/15/2021,02/19/2021,02/14/2021,,,,550,7065225,01/19/2021,20,08/19/2021,Original,Open,40.790663,-73.947444,11,8,166,1051941,1016310056,East Harlem South
01/16/2021,560,AUDUBON AVENUE,9D,MANHATTAN,560 AUDUBON AVENUE 9D MANHATTAN ,40.8566263,-73.9269073,14251552,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... NORTH WALL IN THE BATHROOM LOCATED AT APT 9D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13943301 ISSUED 16-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",6277,C,120730,1,560,568,12010,10040,4,2161,40,04/16/2021,05/17/2021,05/12/2021,,,,550,7275453,04/16/2021,47,04/16/2021,Original,Open,40.856346,-73.926794,12,10,277,1063871,1021610040,Washington Heights North
01/16/2021,900,EAST 18 STREET,B6,BROOKLYN,900 EAST 18 STREET B6 BROOKLYN ,40.6287675,-73.9593562,14099960,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 10 SQ FT AT EAST WALL IN THE KITCHEN LOCATED AT APT B6, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13988346 ISSUED 16-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",247942,C,327832,3,900,900,35630,11230,2,6701,68,03/31/2021,05/01/2021,04/26/2021,,,,550,7136748,03/31/2021,47,03/31/2021,Original,Open,40.628482,-73.959118,14,45,528,3179404,3067010068,Flatbush
01/16/2021,2512,UNIVERSITY AVENUE,D,BRONX,2512 UNIVERSITY AVENUE D BRONX ,40.8655242,-73.9026841,14134467,VIOLATION WILL BE REINSPECTED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 22 SQ. FT. AT CEILING, SOUTH AND EAST WALLS IN THE BATHROOM LOCATED AT APT D, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 13988218 ISSUED 16-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",116675,C,206770,2,2512,2512,70620,10468,1,3214,5,04/04/2021,05/06/2021,05/01/2021,,,05/19/2021,550,7171843,04/05/2021,11,06/29/2021,Original,Close,40.865686,-73.903034,7,14,265,2014649,2032140005,Kingsbridge Heights
01/16/2021,900,EAST 18 STREET,B6,BROOKLYN,900 EAST 18 STREET B6 BROOKLYN ,40.6287675,-73.9593562,13988345,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 30 SQ FT AT WEST WALL, SOUTH WALL, EAST WALL, NORTH WALL, CEILING IN THE BATHROOM LOCATED AT APT B6, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",247942,C,327832,3,900,900,35630,11230,2,6701,68,01/16/2021,02/19/2021,02/14/2021,,,,550,7066384,01/19/2021,19,05/12/2021,Original,Close,40.628482,-73.959118,14,45,528,3179404,3067010068,Flatbush
01/16/2021,102-39,46 AVENUE,1STFL,QUEENS,102-39 46 AVENUE 1STFL QUEENS ,40.7463137,-73.8607963,13988760,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING (34 SQUARE FEET) IN THE BATHROOM LOCATED AT APT 1STFL, 1st STORY",434794,C,923696,4,102-39,102-39,10290,11368,1,1980,43,01/17/2021,02/19/2021,02/14/2021,,,,550,7066837,01/19/2021,47,01/19/2021,Original,Open,40.745853,-73.861738,4,21,413,4048644,4019800043,Corona
01/17/2021,65-09,99 STREET,6S,QUEENS,65-09 99 STREET 6S QUEENS ,40.7292869,-73.8553945,13989198,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ,NORTH,SOUTH AND EAST WALLS (70 SQUARE FEET) IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT 6S, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",510648,C,401577,4,65-01,65-09,19190,11374,6,2115,1,01/18/2021,02/19/2021,02/14/2021,,,,550,7066893,01/19/2021,47,01/19/2021,Original,Open,40.729379,-73.855433,6,29,721,4050877,4021150001,Forest Hills
01/19/2021,415,LINCOLN AVENUE,B3,BROOKLYN,415 LINCOLN AVENUE B3 BROOKLYN ,40.6798858,-73.8679792,14090018,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH AND WEST WALLS APPROX. 22 SQ FT IN THE 2nd ROOM FROM EAST LOCATED AT APT B3, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13991509 ISSUED 19-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",325949,C,334920,3,415,415,55930,11208,2,4181,20,03/25/2021,04/25/2021,04/20/2021,,,,550,7129960,03/25/2021,19,09/07/2021,Original,Close,40.679766,-73.868296,5,37,1188,3093975,3041810020,Cypress Hills-City Line
01/19/2021,415,LINCOLN AVENUE,B3,BROOKLYN,415 LINCOLN AVENUE B3 BROOKLYN ,40.6798858,-73.8679792,14090019,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH AND EAST WALLS APPROX. 16 SQ FT. IN THE BATHROOM LOCATED AT APT B3, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13991526 ISSUED 19-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",325949,C,334920,3,415,415,55930,11208,2,4181,20,03/25/2021,04/25/2021,04/20/2021,,,,550,7129960,03/25/2021,19,09/07/2021,Original,Close,40.679766,-73.868296,5,37,1188,3093975,3041810020,Cypress Hills-City Line
01/19/2021,1782,RANDALL AVENUE,1,BRONX,1782 RANDALL AVENUE 1 BRONX ,40.8167532,-73.863477,14090017,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL (APPROX. 6 SQ.FT.), WEST WALL (APPROX. 6 SQ.FT.) & EAST WALL (APPROX. 6 SQ. FT.) IN THE 1st ROOM FROM NORTH LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13991230 ISSUED 19-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",105590,C,711276,2,1782,1782,60520,10473,1,3521,140,03/25/2021,04/25/2021,04/20/2021,,,,550,7129642,03/25/2021,19,06/18/2021,Original,Close,40.816913,-73.86361,9,18,20,2021383,2035210140,Soundview-Castle Hill-Clason Point-Harding Park
01/19/2021,354,CHAUNCEY STREET,12A,BROOKLYN,354 CHAUNCEY STREET 12A BROOKLYN ,40.6815229,-73.9181769,14092175,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 10 SQ FEET AT NORTH WALL AND 5 SQ FEET AT WEST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 12A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13991224 ISSUED 19-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",218998,C,324767,3,354,354,25530,11233,4,1514,18,03/26/2021,04/26/2021,04/21/2021,,,,550,7131379,03/26/2021,20,09/03/2021,Original,Open,40.68166,-73.918419,3,41,379,3041044,3015140018,Stuyvesant Heights
01/19/2021,649,WEST 184 STREET,5B,MANHATTAN,649 WEST 184 STREET 5B MANHATTAN ,40.8519999,-73.9340416,13990739,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 40 SQUARE FEET AT SOUTH WALL, 40 SQUARE FEET AT WEST WALL, IN THE 4th ROOM FROM NORTH AT WEST LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",43509,C,107152,1,649,651,37430,10033,5,2167,27,01/21/2021,02/22/2021,02/17/2021,,,02/22/2021,550,7069962,01/22/2021,9,05/05/2021,Original,Close,40.851764,-73.934018,12,10,271,1063987,1021670027,Washington Heights North
01/19/2021,260,BROOK AVENUE,9,BRONX,260 BROOK AVENUE 9 BRONX ,40.8080411,-73.9187187,14099961,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH, EAST, WEST AND SOUTH WALL IN THE BATHROOM LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13991009 ISSUED 19-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE 27-2017.3a(5)(a) or (b).",52675,C,207744,2,260,260,15720,10454,3,2266,5,03/31/2021,05/01/2021,04/26/2021,,,,550,7136297,03/31/2021,20,09/17/2021,Original,Open,40.808012,-73.91894,1,8,39,2000058,2022660005,Mott Haven-Port Morris
01/19/2021,712,FOX STREET,1G,BRONX,712 FOX STREET 1G BRONX ,40.8144297,-73.8989865,13991760,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ. FT AT CEILING, 4 SQ. FT AT EAST WALL AND 1 SQ. FT AT NORTH WALL IN THE BATHROOM LOCATED AT APT 1G, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",79153,C,208118,2,712,712,33520,10455,1,2720,5,01/20/2021,02/21/2021,02/16/2021,,,,550,7068930,01/21/2021,47,01/21/2021,Original,Open,40.814683,-73.899232,2,8,85,2005720,2027200005,Longwood
01/19/2021,1359,LYMAN PLACE,5A,BRONX,1359 LYMAN PLACE 5A BRONX ,40.8294661,-73.8968599,14570271,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH AND WEST WALL IN THE 4th ROOM FROM EAST AT NORTH LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 13991168 ISSUED 19-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",93374,C,210614,2,1359,1359,47620,10459,5,2970,34,09/17/2021,10/18/2021,10/13/2021,,,,550,7479704,09/17/2021,47,09/17/2021,Original,Open,40.829318,-73.896507,3,17,151,2010362,2029700034,Morrisania-Melrose
01/19/2021,39-06,114 STREET,6D,QUEENS,39-06 114 STREET 6D QUEENS ,40.7529899,-73.85328,13999431,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( 12 SQ FT ), NORTH ( 8 SQ FT ), EAST ( 8 SQ FT ) & WEST ( 2 SQ FT ) WALLS IN THE BATHROOM LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",527226,C,420662,4,39-02,39-06,20740,11368,6,1786,17,01/22/2021,02/25/2021,02/20/2021,,,02/23/2021,550,7072750,01/25/2021,20,05/19/2021,Original,Open,40.753209,-73.852941,3,21,399,4044993,4017860017,Corona
01/19/2021,519,WEST 147 STREET,54,MANHATTAN,519 WEST 147 STREET 54 MANHATTAN ,40.827211,-73.9477,14251573,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL APPROXIATMATELY 12 SQUARE FEET IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 54, 5th STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 13998471 ISSUED 19-JAN-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",42167,C,113457,1,519,521,36710,10031,5,2079,19,04/16/2021,05/17/2021,05/12/2021,,,05/04/2021,550,7275560,04/16/2021,19,05/10/2021,Original,Close,40.82686,-73.947419,9,7,233,1061977,1020790019,Hamilton Heights
01/19/2021,2900,BARNES AVENUE,3B,BRONX,2900 BARNES AVENUE 3B BRONX ,40.8681019,-73.8632173,13990107,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... THE CEILING, SOUTH WALL AND SOUTH WINDOW FRAME IN THE BATHROOM LOCATED AT APT 3B, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",47586,C,202870,2,2900,2900,10620,10467,4,4550,7,01/19/2021,02/20/2021,02/15/2021,,,,550,7067546,01/20/2021,20,11/20/2021,Original,Open,40.867976,-73.863429,11,13,340,2054896,2045500007,Bronxdale
01/20/2021,111-07,LIBERTY AVENUE,3,QUEENS,111-07 LIBERTY AVENUE 3 QUEENS ,40.685083,-73.8308904,13998307,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS (40 SQUARE FEET) IN THE BATHROOM LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",673386,C,414999,4,111-07,111-07,53790,11419,3,9516,27,01/21/2021,02/22/2021,02/17/2021,,,02/19/2021,550,7070656,01/22/2021,19,05/17/2021,Original,Close,40.68482,-73.830961,10,28,98,4201828,4095160027,South Ozone Park
01/20/2021,608,WEST 139 STREET,3H,MANHATTAN,608 WEST 139 STREET 3H MANHATTAN ,40.82286,-73.954345,13943898,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX 40 SQ FT IN THE BATHROOM LOCATED AT APT 3H, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH",41396,C,102420,1,608,610,36550,10031,3,2087,41,01/20/2021,02/21/2021,02/16/2021,,,,550,7068832,01/21/2021,19,03/26/2021,Original,Close,40.822853,-73.953741,9,7,225,1062304,1020870041,Hamilton Heights
